Date,Category,Amount,Description
2025-03-18,Gifts,174.02,Lunch at Three
2025-03-18,Shopping,463.28,Course Fee at IKEA
2025-03-18,Miscellaneous,85.07,Renewal at Just Eat
2025-03-18,Travel,494.57,Coffee at KFC
2025-03-19,Fitness,43.35,Top-up at Aer Lingus
2025-03-19,Entertainment,30.96,Course Fee at Irish Rail
2025-03-19,Shopping,407.11,Pharmacy at IKEA
2025-03-19,Entertainment,38.07,Course Fee at Ryanair
2025-03-19,Miscellaneous,27.07,Transfer at McDonald's
2025-03-19,Insurance,252.69,Groceries at Uber
2025-03-19,Miscellaneous,88.05,Bill at SuperValu
2025-03-19,Shopping,271.35,Bill at Specsavers
2025-03-19,Groceries,66.58,Top-up at Electric Ireland
2025-03-19,Gifts,60.28,Subscription at Amazon
2025-03-19,Taxes,444.2,Snacks at Zara
2025-03-19,Travel,1096.06,Booking at Shell
2025-03-19,Rent,2087.92,Transfer at Vodafone
2025-03-19,Dining Out,19.3,Fuel at Eir
2025-03-19,Gifts,234.27,Ticket at KFC
2025-03-19,Fitness,145.38,Payment at Aer Lingus
2025-03-19,Healthcare,96.79,Booking at Google
2025-03-19,Healthcare,229.88,Lunch at Irish Rail
2025-03-19,Rent,1331.44,Clothes at IKEA
2025-03-19,Dining Out,20.89,Payment at Steam
2025-03-19,Miscellaneous,131.4,Clothes at Aldi
2025-03-19,Shopping,438.91,Order at McDonald's
2025-03-19,Shopping,375.01,Booking at Circle K
2025-03-19,Education,259.66,Purchase at Spotify
2025-03-19,Education,331.15,Fuel at Lidl
2025-03-19,Travel,665.32,Taxi at Shell
2025-03-19,Education,121.11,Bill at McDonald's
2025-03-19,Shopping,412.64,Fuel at Amazon
2025-03-19,Transport,25.49,Payment at Bolt
2025-03-19,Shopping,297.58,Renewal at Lidl
2025-03-19,Insurance,336.25,Subscription at Vodafone
2025-03-19,Travel,77.75,Pharmacy at Aldi
2025-03-19,Gifts,154.36,Payment at Gym+Coffee
2025-03-19,Healthcare,347.31,Workshop at Three
2025-03-19,Dining Out,74.8,Renewal at Starbucks
2025-03-19,Education,287.91,Gadgets at Circle K
2025-03-19,Travel,1017.92,Lunch at Gym+Coffee
2025-03-19,Transport,5.04,Shoes at Boots
2025-03-19,Transport,15.64,Renewal at Electric Ireland
2025-03-19,Rent,1105.68,Lunch at Aer Lingus
2025-03-20,Transport,27.07,Taxi at Three
2025-03-20,Taxes,440.94,Shoes at Ryanair
2025-03-20,Healthcare,235.74,Bill at IKEA
2025-03-20,Insurance,155.63,Order at Subway
2025-03-20,Insurance,223.26,Purchase at Bolt
2025-03-20,Shopping,183.64,Purchase at Boots
2025-03-20,Gifts,61.17,Coffee at Netflix
2025-03-20,Travel,733.66,Taxi at Irish Water
2025-03-20,Rent,944.05,Booking at Irish Rail
2025-03-20,Subscriptions,13.79,Taxi at Spotify
2025-03-20,Entertainment,57.38,Snacks at Steam
2025-03-20,Gifts,82.61,Fuel at Uber
2025-03-20,Insurance,332.89,Snacks at Starbucks
2025-03-20,Shopping,106.12,Transfer at Vodafone
2025-03-20,Insurance,110.47,Dinner at Three
2025-03-20,Subscriptions,9.01,Lunch at Decathlon
2025-03-20,Dining Out,44.91,Renewal at Gym+Coffee
2025-03-20,Shopping,104.85,Bill at Airbnb
2025-03-20,Taxes,1652.4,Ticket at Zara
2025-03-20,Transport,8.28,Payment at Amazon
2025-03-20,Miscellaneous,76.62,Hardware at SuperValu
2025-03-20,Insurance,365.64,Hardware at Domino's
2025-03-20,Food,27.0,Groceries at Spotify
2025-03-20,Dining Out,37.62,Taxi at Tesco
2025-03-20,Education,116.2,Taxi at Google
2025-03-20,Subscriptions,6.03,Gadgets at Ryanair
2025-03-20,Dining Out,27.47,Gadgets at Ryanair
2025-03-20,Entertainment,15.86,Groceries at H&M
2025-03-20,Healthcare,156.17,Hardware at Steam
2025-03-20,Shopping,313.7,Coffee at Google
2025-03-20,Miscellaneous,125.27,Shoes at H&M
2025-03-20,Shopping,54.87,Payment at Specsavers
2025-03-20,Groceries,25.25,Purchase at Aldi
2025-03-20,Dining Out,15.85,Order at Shell
2025-03-20,Fitness,42.81,Booking at Irish Water
2025-03-20,Fitness,34.42,Shoes at Tesco
2025-03-20,Groceries,114.26,Order at Domino's
2025-03-20,Education,193.27,Gadgets at Irish Water
2025-03-20,Dining Out,25.57,Membership at Decathlon
2025-03-21,Rent,1257.95,Pharmacy at Vodafone
2025-03-21,Subscriptions,15.79,Clothes at Spotify
2025-03-21,Shopping,449.77,Clothes at Google
2025-03-21,Groceries,44.74,Coffee at Spotify
2025-03-21,Insurance,345.12,Hardware at Subway
2025-03-21,Gifts,63.55,Ticket at Bolt
2025-03-21,Groceries,41.42,Transfer at Shell
2025-03-21,Utilities,141.3,Transfer at Aldi
2025-03-21,Healthcare,196.41,Workshop at Google
2025-03-21,Taxes,186.03,Coffee at Uber
2025-03-21,Miscellaneous,23.55,Fuel at Airbnb
2025-03-21,Dining Out,28.28,Lunch at Just Eat
2025-03-21,Food,18.95,Workshop at IKEA
2025-03-21,Transport,8.14,Groceries at Google
2025-03-21,Groceries,15.97,Gadgets at Uber
2025-03-21,Rent,1103.19,Renewal at Subway
2025-03-21,Insurance,346.21,Course Fee at Dublin Bus
2025-03-21,Fitness,40.49,Bill at Boots
2025-03-21,Fitness,98.21,Snacks at Airbnb
2025-03-21,Transport,20.9,Fuel at Electric Ireland
2025-03-21,Education,164.8,Fuel at Gym+Coffee
2025-03-21,Subscriptions,36.05,Order at Irish Water
2025-03-21,Transport,9.53,Order at Boots
2025-03-21,Fitness,138.64,Membership at Vodafone
2025-03-21,Gifts,218.33,Coffee at Irish Rail
2025-03-21,Rent,1615.05,Ticket at Airbnb
2025-03-21,Food,5.0,Dinner at Steam
2025-03-21,Travel,509.17,Taxi at Starbucks
2025-03-21,Subscriptions,13.13,Top-up at Subway
2025-03-21,Insurance,249.73,Order at Circle K
2025-03-21,Transport,9.84,Course Fee at Steam
2025-03-21,Taxes,1422.78,Payment at Starbucks
2025-03-21,Shopping,264.81,Course Fee at Starbucks
2025-03-21,Fitness,97.74,Lunch at Gym+Coffee
2025-03-21,Entertainment,58.14,Clothes at Netflix
2025-03-21,Education,336.78,Course Fee at Electric Ireland
2025-03-21,Insurance,88.04,Lunch at Boots
2025-03-21,Healthcare,188.24,Bill at Google
2025-03-21,Healthcare,323.7,Groceries at Aldi
2025-03-21,Education,146.22,Booking at Uber
2025-03-21,Utilities,41.52,Top-up at Domino's
2025-03-21,Groceries,97.55,Lunch at Vodafone
2025-03-21,Travel,711.92,Clothes at Aer Lingus
2025-03-21,Rent,1998.34,Coffee at Starbucks
2025-03-21,Fitness,121.56,Bill at Lidl
2025-03-21,Insurance,119.51,Gadgets at IKEA
2025-03-21,Travel,702.76,Course Fee at McDonald's
2025-03-22,Rent,871.96,Purchase at Google
2025-03-22,Gifts,170.15,Booking at Apple
2025-03-22,Shopping,190.18,Gadgets at SSE Airtricity
2025-03-22,Subscriptions,13.41,Subscription at Eir
2025-03-22,Education,328.0,Workshop at Lidl
2025-03-22,Healthcare,375.3,Purchase at Three
2025-03-22,Shopping,74.34,Groceries at SuperValu
2025-03-22,Dining Out,16.57,Renewal at Subway
2025-03-22,Shopping,380.61,Workshop at Electric Ireland
2025-03-22,Travel,107.05,Clothes at Boots
2025-03-22,Healthcare,31.76,Shoes at Bolt
2025-03-22,Healthcare,221.44,Purchase at Irish Rail
2025-03-22,Rent,1328.43,Subscription at Dublin Bus
2025-03-22,Subscriptions,9.69,Taxi at Aer Lingus
2025-03-22,Shopping,446.91,Coffee at Irish Rail
2025-03-22,Education,411.79,Dinner at IKEA
2025-03-22,Shopping,498.08,Purchase at Aer Lingus
2025-03-22,Travel,910.35,Pharmacy at Spotify
2025-03-22,Miscellaneous,66.66,Transfer at Starbucks
2025-03-22,Subscriptions,4.5,Renewal at Vodafone
2025-03-22,Healthcare,198.8,Ticket at Shell
2025-03-22,Dining Out,48.68,Membership at Domino's
2025-03-22,Fitness,15.28,Course Fee at IKEA
2025-03-22,Insurance,261.35,Membership at H&M
2025-03-22,Education,345.62,Groceries at SSE Airtricity
2025-03-22,Miscellaneous,111.04,Gadgets at Gym+Coffee
2025-03-22,Transport,50.0,Order at IKEA
2025-03-22,Utilities,245.51,Purchase at H&M
2025-03-22,Insurance,143.64,Pharmacy at Irish Water
2025-03-22,Transport,8.13,Snacks at Irish Water
2025-03-22,Fitness,66.53,Fuel at Irish Water
2025-03-22,Education,563.06,Fuel at Bolt
2025-03-22,Travel,512.35,Top-up at Amazon
2025-03-22,Rent,1743.17,Clothes at Just Eat
2025-03-22,Shopping,10.81,Ticket at Uber
2025-03-22,Rent,1072.87,Bill at H&M
2025-03-22,Transport,11.43,Dinner at Eir
2025-03-22,Insurance,165.48,Course Fee at Three
2025-03-22,Utilities,203.39,Purchase at Dublin Bus
2025-03-22,Subscriptions,8.8,Taxi at Airbnb
2025-03-22,Education,277.36,Bill at Steam
2025-03-22,Taxes,85.36,Hardware at Uber
2025-03-22,Fitness,118.35,Shoes at Amazon
2025-03-22,Shopping,41.82,Groceries at Boots
2025-03-22,Shopping,98.15,Renewal at Steam
2025-03-22,Healthcare,359.07,Booking at Subway
2025-03-22,Dining Out,23.42,Transfer at Circle K
2025-03-22,Gifts,144.55,Ticket at Subway
2025-03-22,Food,16.81,Purchase at SSE Airtricity
2025-03-22,Food,6.57,Purchase at Irish Water
2025-03-23,Gifts,167.75,Hardware at Domino's
2025-03-23,Healthcare,285.76,Hardware at Lidl
2025-03-23,Utilities,98.73,Purchase at SSE Airtricity
2025-03-23,Entertainment,44.15,Hardware at Bolt
2025-03-23,Taxes,1320.26,Workshop at Just Eat
2025-03-23,Dining Out,24.04,Top-up at Eir
2025-03-23,Miscellaneous,183.07,Lunch at Irish Rail
2025-03-23,Education,93.34,Purchase at Subway
2025-03-23,Utilities,30.76,Taxi at Specsavers
2025-03-23,Utilities,246.77,Bill at Aer Lingus
2025-03-23,Taxes,1395.43,Clothes at Irish Rail
2025-03-23,Rent,1676.67,Gadgets at Decathlon
2025-03-23,Travel,826.41,Clothes at Airbnb
2025-03-23,Dining Out,22.5,Lunch at Decathlon
2025-03-23,Entertainment,30.5,Booking at Steam
2025-03-23,Food,20.25,Course Fee at Subway
2025-03-23,Fitness,99.2,Clothes at Electric Ireland
2025-03-23,Shopping,486.34,Pharmacy at Google
2025-03-23,Food,16.3,Pharmacy at Airbnb
2025-03-23,Dining Out,24.0,Coffee at KFC
2025-03-23,Subscriptions,7.4,Clothes at Amazon
2025-03-23,Healthcare,359.8,Workshop at Electric Ireland
2025-03-23,Miscellaneous,63.66,Clothes at Eir
2025-03-23,Transport,15.28,Course Fee at McDonald's
2025-03-23,Dining Out,31.37,Dinner at Electric Ireland
2025-03-23,Groceries,50.44,Bill at Zara
2025-03-23,Subscriptions,20.36,Coffee at Irish Rail
2025-03-23,Fitness,105.02,Clothes at Amazon
2025-03-23,Healthcare,222.48,Snacks at Eir
2025-03-23,Transport,24.61,Shoes at Three
2025-03-23,Groceries,53.8,Clothes at Zara
2025-03-23,Miscellaneous,190.62,Pharmacy at McDonald's
2025-03-23,Dining Out,27.16,Dinner at Ryanair
2025-03-23,Fitness,120.12,Fuel at Aldi
2025-03-23,Shopping,150.12,Order at Irish Water
2025-03-23,Miscellaneous,134.57,Clothes at Aer Lingus
2025-03-23,Transport,43.42,Ticket at Subway
2025-03-23,Miscellaneous,24.66,Dinner at Shell
2025-03-23,Rent,2147.68,Workshop at Apple
2025-03-23,Food,16.7,Gadgets at Aldi
2025-03-23,Utilities,238.66,Membership at Eir
2025-03-23,Dining Out,13.7,Pharmacy at Aer Lingus
2025-03-23,Utilities,155.43,Subscription at Zara
2025-03-23,Transport,11.51,Clothes at McDonald's
2025-03-23,Utilities,209.18,Purchase at Aldi
2025-03-23,Fitness,119.36,Snacks at Zara
2025-03-23,Gifts,230.56,Membership at H&M
2025-03-23,Education,381.4,Bill at Google
2025-03-23,Education,322.16,Renewal at Subway
2025-03-23,Groceries,50.41,Bill at KFC
2025-03-23,Travel,1147.66,Workshop at Zara
2025-03-23,Transport,12.55,Shoes at Tesco
2025-03-23,Fitness,55.83,Clothes at Electric Ireland
2025-03-24,Travel,353.67,Order at SuperValu
2025-03-24,Entertainment,14.86,Taxi at Subway
2025-03-24,Insurance,70.97,Transfer at Specsavers
2025-03-24,Travel,1193.57,Groceries at Boots
2025-03-24,Gifts,211.24,Top-up at Google
2025-03-24,Entertainment,77.59,Pharmacy at Airbnb
2025-03-24,Subscriptions,30.3,Lunch at Bolt
2025-03-24,Shopping,375.77,Top-up at KFC
2025-03-24,Travel,570.58,Snacks at Boots
2025-03-24,Subscriptions,8.83,Workshop at Gym+Coffee
2025-03-24,Entertainment,54.48,Bill at Vodafone
2025-03-24,Travel,1096.47,Bill at KFC
2025-03-24,Entertainment,21.99,Hardware at SuperValu
2025-03-24,Shopping,139.63,Pharmacy at Three
2025-03-24,Groceries,34.37,Workshop at Bolt
2025-03-24,Fitness,41.3,Clothes at Three
2025-03-24,Insurance,137.23,Coffee at SSE Airtricity
2025-03-24,Groceries,48.13,Renewal at Aldi
2025-03-24,Rent,732.09,Payment at Electric Ireland
2025-03-24,Insurance,127.69,Coffee at IKEA
2025-03-24,Travel,545.13,Dinner at Lidl
2025-03-24,Subscriptions,8.75,Membership at IKEA
2025-03-24,Healthcare,284.49,Bill at Steam
2025-03-24,Miscellaneous,178.4,Hardware at Subway
2025-03-24,Taxes,1410.18,Snacks at Specsavers
2025-03-24,Travel,871.93,Renewal at Starbucks
2025-03-24,Gifts,106.96,Hardware at KFC
2025-03-24,Shopping,317.87,Top-up at Aldi
2025-03-24,Rent,1630.4,Pharmacy at Irish Water
2025-03-24,Shopping,262.38,Gadgets at Amazon
2025-03-24,Entertainment,38.33,Snacks at H&M
2025-03-24,Fitness,46.55,Payment at Circle K
2025-03-24,Utilities,153.32,Membership at Shell
2025-03-24,Food,14.62,Transfer at Tesco
2025-03-24,Insurance,58.94,Fuel at Tesco
2025-03-24,Miscellaneous,54.88,Pharmacy at Subway
2025-03-24,Travel,299.64,Top-up at SuperValu
2025-03-24,Gifts,61.91,Fuel at Just Eat
2025-03-24,Travel,1032.83,Lunch at Specsavers
2025-03-24,Insurance,222.06,Payment at Irish Rail
2025-03-24,Shopping,107.27,Order at Apple
2025-03-24,Travel,494.64,Snacks at Steam
2025-03-24,Rent,1816.12,Ticket at Irish Water
2025-03-24,Insurance,390.12,Lunch at SSE Airtricity
2025-03-24,Taxes,1460.68,Clothes at Boots
2025-03-24,Gifts,148.2,Payment at Vodafone
2025-03-24,Education,117.23,Gadgets at Lidl
2025-03-24,Travel,775.66,Gadgets at Spotify
2025-03-25,Insurance,311.33,Gadgets at Ryanair
2025-03-25,Rent,1247.0,Fuel at Google
2025-03-25,Transport,18.26,Transfer at H&M
2025-03-25,Insurance,267.49,Groceries at Netflix
2025-03-25,Education,249.1,Membership at Dublin Bus
2025-03-25,Healthcare,236.17,Payment at H&M
2025-03-25,Shopping,487.84,Workshop at Tesco
2025-03-25,Utilities,35.36,Coffee at Domino's
2025-03-25,Entertainment,51.94,Booking at H&M
2025-03-25,Fitness,50.42,Taxi at Spotify
2025-03-25,Dining Out,31.32,Ticket at Circle K
2025-03-25,Dining Out,10.88,Membership at Dublin Bus
2025-03-25,Travel,753.37,Top-up at Lidl
2025-03-25,Shopping,13.25,Groceries at Bolt
2025-03-25,Shopping,297.64,Lunch at IKEA
2025-03-25,Transport,14.16,Hardware at IKEA
2025-03-25,Gifts,49.92,Gadgets at Shell
2025-03-25,Subscriptions,15.2,Clothes at Tesco
2025-03-25,Food,10.29,Fuel at Aer Lingus
2025-03-25,Transport,12.52,Hardware at SuperValu
2025-03-25,Shopping,257.78,Groceries at Zara
2025-03-25,Healthcare,191.38,Ticket at Vodafone
2025-03-25,Gifts,150.13,Shoes at Eir
2025-03-25,Dining Out,38.77,Top-up at Circle K
2025-03-25,Rent,861.97,Shoes at Eir
2025-03-25,Utilities,154.78,Bill at Subway
2025-03-25,Dining Out,23.27,Hardware at Uber
2025-03-25,Insurance,172.01,Bill at Shell
2025-03-25,Transport,8.41,Transfer at McDonald's
2025-03-25,Gifts,167.81,Coffee at Boots
2025-03-25,Fitness,119.85,Membership at Apple
2025-03-25,Subscriptions,20.22,Fuel at Ryanair
2025-03-25,Subscriptions,13.66,Ticket at Aldi
2025-03-25,Gifts,234.13,Ticket at McDonald's
2025-03-25,Shopping,53.57,Payment at Bolt
2025-03-25,Rent,1663.96,Shoes at SuperValu
2025-03-25,Subscriptions,7.93,Pharmacy at Dublin Bus
2025-03-25,Rent,730.94,Course Fee at Starbucks
2025-03-25,Subscriptions,9.92,Clothes at Subway
2025-03-25,Fitness,93.52,Bill at Irish Water
2025-03-25,Utilities,57.97,Purchase at Netflix
2025-03-25,Taxes,174.72,Groceries at Starbucks
2025-03-25,Dining Out,17.07,Membership at Airbnb
2025-03-25,Insurance,363.4,Hardware at Eir
2025-03-25,Food,11.03,Top-up at SSE Airtricity
2025-03-25,Food,11.47,Pharmacy at Electric Ireland
2025-03-25,Utilities,164.73,Transfer at Vodafone
2025-03-25,Insurance,346.27,Bill at Aldi
2025-03-25,Dining Out,47.72,Clothes at Netflix
2025-03-25,Healthcare,137.76,Membership at Irish Water
2025-03-25,Food,18.38,Fuel at Eir
2025-03-25,Taxes,1927.42,Transfer at Vodafone
2025-03-25,Travel,835.4,Fuel at Lidl
2025-03-25,Travel,755.4,Groceries at Shell
2025-03-25,Shopping,239.25,Course Fee at Aldi
2025-03-25,Insurance,144.11,Fuel at Irish Water
2025-03-26,Travel,1089.49,Clothes at Three
2025-03-26,Insurance,315.7,Transfer at Circle K
2025-03-26,Gifts,72.47,Gadgets at Aer Lingus
2025-03-26,Food,7.42,Gadgets at Irish Water
2025-03-26,Gifts,247.25,Gadgets at Eir
2025-03-26,Groceries,29.13,Payment at Amazon
2025-03-26,Rent,696.46,Clothes at Eir
2025-03-26,Insurance,58.38,Pharmacy at Irish Rail
2025-03-26,Shopping,161.52,Workshop at Spotify
2025-03-26,Education,330.11,Shoes at SSE Airtricity
2025-03-26,Transport,10.6,Hardware at IKEA
2025-03-26,Travel,641.68,Clothes at Ryanair
2025-03-26,Insurance,179.35,Snacks at KFC
2025-03-26,Taxes,387.4,Clothes at Three
2025-03-26,Miscellaneous,33.23,Dinner at Eir
2025-03-26,Healthcare,399.65,Groceries at Vodafone
2025-03-26,Transport,8.63,Booking at McDonald's
2025-03-26,Dining Out,34.75,Coffee at Uber
2025-03-26,Subscriptions,27.15,Dinner at Dublin Bus
2025-03-26,Subscriptions,6.82,Membership at Irish Rail
2025-03-26,Travel,950.09,Lunch at Netflix
2025-03-26,Travel,306.66,Purchase at Apple
2025-03-26,Healthcare,47.62,Fuel at Aer Lingus
2025-03-26,Dining Out,24.2,Purchase at Netflix
2025-03-26,Rent,2116.03,Lunch at Vodafone
2025-03-26,Dining Out,24.02,Taxi at SuperValu
2025-03-26,Taxes,429.7,Subscription at McDonald's
2025-03-26,Rent,793.2,Booking at Just Eat
2025-03-26,Insurance,333.42,Groceries at Aer Lingus
2025-03-26,Insurance,293.08,Lunch at Eir
2025-03-26,Taxes,1218.5,Taxi at SSE Airtricity
2025-03-26,Miscellaneous,187.19,Dinner at Irish Rail
2025-03-26,Subscriptions,16.18,Gadgets at IKEA
2025-03-26,Food,14.47,Top-up at Tesco
2025-03-26,Utilities,91.79,Snacks at Aldi
2025-03-26,Gifts,89.68,Bill at Boots
2025-03-26,Dining Out,18.65,Booking at Lidl
2025-03-26,Travel,754.57,Purchase at Tesco
2025-03-26,Food,13.71,Taxi at Starbucks
2025-03-26,Subscriptions,12.87,Membership at KFC
2025-03-26,Gifts,182.51,Transfer at IKEA
2025-03-26,Utilities,70.11,Dinner at IKEA
2025-03-27,Entertainment,25.13,Groceries at Subway
2025-03-27,Shopping,273.58,Shoes at KFC
2025-03-27,Groceries,65.2,Clothes at Boots
2025-03-27,Healthcare,389.94,Gadgets at Subway
2025-03-27,Miscellaneous,55.3,Membership at Electric Ireland
2025-03-27,Subscriptions,7.61,Snacks at Irish Water
2025-03-27,Travel,365.91,Fuel at Domino's
2025-03-27,Transport,13.21,Fuel at Just Eat
2025-03-27,Taxes,599.16,Top-up at Aer Lingus
2025-03-27,Miscellaneous,104.75,Dinner at Tesco
2025-03-27,Entertainment,38.14,Bill at Lidl
2025-03-27,Gifts,45.71,Lunch at Starbucks
2025-03-27,Travel,1096.89,Lunch at Irish Rail
2025-03-27,Shopping,397.26,Coffee at SSE Airtricity
2025-03-27,Utilities,164.13,Groceries at Irish Rail
2025-03-27,Fitness,137.45,Bill at Domino's
2025-03-27,Travel,755.66,Order at Circle K
2025-03-27,Subscriptions,9.48,Dinner at Dublin Bus
2025-03-27,Entertainment,36.5,Payment at Just Eat
2025-03-27,Gifts,233.69,Gadgets at Boots
2025-03-27,Entertainment,20.04,Membership at Zara
2025-03-27,Transport,8.19,Taxi at Lidl
2025-03-27,Transport,19.31,Pharmacy at KFC
2025-03-27,Insurance,227.21,Snacks at Shell
2025-03-27,Taxes,1406.43,Workshop at McDonald's
2025-03-27,Subscriptions,11.89,Shoes at SSE Airtricity
2025-03-27,Shopping,415.32,Purchase at Lidl
2025-03-27,Taxes,1376.82,Hardware at Subway
2025-03-27,Transport,19.36,Shoes at Eir
2025-03-27,Gifts,49.16,Dinner at Uber
2025-03-27,Entertainment,23.49,Hardware at SSE Airtricity
2025-03-27,Subscriptions,13.08,Shoes at Steam
2025-03-27,Insurance,201.01,Transfer at Vodafone
2025-03-27,Miscellaneous,113.81,Fuel at Google
2025-03-27,Shopping,97.65,Taxi at Circle K
2025-03-27,Insurance,398.02,Booking at Gym+Coffee
2025-03-27,Education,123.08,Pharmacy at McDonald's
2025-03-27,Entertainment,27.22,Snacks at Shell
2025-03-28,Groceries,31.26,Order at Netflix
2025-03-28,Healthcare,211.2,Shoes at Decathlon
2025-03-28,Utilities,235.85,Dinner at Uber
2025-03-28,Food,14.1,Hardware at Electric Ireland
2025-03-28,Dining Out,66.48,Dinner at SuperValu
2025-03-28,Travel,388.33,Top-up at Google
2025-03-28,Healthcare,64.41,Course Fee at SSE Airtricity
2025-03-28,Miscellaneous,44.21,Snacks at Dublin Bus
2025-03-28,Education,501.05,Shoes at Lidl
2025-03-28,Healthcare,113.39,Pharmacy at Boots
2025-03-28,Entertainment,29.12,Top-up at Spotify
2025-03-28,Gifts,130.42,Top-up at Boots
2025-03-28,Subscriptions,10.16,Membership at Specsavers
2025-03-28,Insurance,96.05,Pharmacy at SSE Airtricity
2025-03-28,Travel,815.89,Hardware at Aldi
2025-03-28,Groceries,41.61,Payment at Domino's
2025-03-28,Transport,11.22,Membership at Irish Rail
2025-03-28,Subscriptions,33.07,Membership at Eir
2025-03-28,Education,480.15,Ticket at Airbnb
2025-03-28,Groceries,41.1,Transfer at SSE Airtricity
2025-03-28,Entertainment,22.4,Subscription at Ryanair
2025-03-28,Food,15.36,Subscription at Vodafone
2025-03-28,Groceries,47.57,Taxi at Steam
2025-03-28,Subscriptions,5.71,Renewal at IKEA
2025-03-28,Taxes,791.24,Coffee at Starbucks
2025-03-28,Education,144.83,Fuel at Specsavers
2025-03-28,Utilities,197.53,Dinner at Starbucks
2025-03-28,Education,108.03,Hardware at Tesco
2025-03-28,Food,21.39,Renewal at Electric Ireland
2025-03-28,Dining Out,113.44,Subscription at Vodafone
2025-03-28,Entertainment,22.32,Gadgets at Apple
2025-03-28,Gifts,95.29,Clothes at Ryanair
2025-03-28,Fitness,40.08,Shoes at Decathlon
2025-03-28,Rent,1375.75,Bill at Subway
2025-03-28,Transport,10.49,Order at Three
2025-03-28,Groceries,62.4,Order at Netflix
2025-03-28,Taxes,892.29,Order at Uber
2025-03-28,Groceries,82.75,Booking at Starbucks
2025-03-28,Gifts,178.55,Workshop at Aer Lingus
